Date,High,Low,Open,Close,Volume,Adj Close
2019-08-08,21598.978515625,5282.19140625,15917.9130859375,11788.26171875,122648,11788.26171875
2019-08-09,14115.88671875,10901.9228515625,11787.677734375,12379.8291015625,84676,12379.8291015625
2019-08-10,12676.3837890625,11068.3662109375,12379.8291015625,11418.6533203125,104937,11418.6533203125
2019-08-11,11917.9248046875,10714.9130859375,11414.408203125,11251.1611328125,75153,11251.1611328125
2019-08-12,13127.1650390625,2389.728515625,11062.529296875,12075.470703125,102306,12075.470703125
2019-08-13,13020.619140625,3998.595703125,12156.3974609375,10857.9931640625,99478,10857.9931640625
2019-08-14,11251.541015625,9841.8828125,10882.4384765625,9952.6044921875,122763,9952.6044921875
2019-08-15,11244.59375,9609.75,9952.6044921875,10247.9970703125,99753,10247.9970703125
2019-08-16,11305.080078125,9334.9775390625,10235.6298828125,10775.947265625,131836,10775.947265625
2019-08-17,11390.83984375,9853.9677734375,10778.51953125,10009.873046875,117695,10009.873046875
2019-08-18,10628.0859375,9767.427734375,10126.11328125,10489.15625,109223,10489.15625
2019-08-19,12331.6474609375,10128.1416015625,10487.41796875,10930.5234375,236087,10930.5234375
2019-08-20,11428.4111328125,10484.7265625,10930.5234375,10783.76953125,120318,10783.76953125
2019-08-21,10883.833984375,9776.0927734375,10768.205078125,10151.1142578125,101019,10151.1142578125
2019-08-22,10316.7236328125,9536.18359375,10150.478515625,10144.3095703125,134613,10144.3095703125
2019-08-23,10675.7734375,10004.6171875,10144.3095703125,10360.1025390625,81395,10360.1025390625
2019-08-24,10562.4462890625,9842.9541015625,10359.984375,10238.9892578125,81784,10238.9892578125
2019-08-25,10569.1748046875,9780.955078125,10238.9892578125,10054.361328125,88164,10054.361328125
2019-08-26,10601.9755859375,10080.1357421875,10117.853515625,10296.4033203125,68691,10296.4033203125
2019-08-27,10478.8759765625,9960.2216796875,10331.4072265625,10252.1298828125,77026,10252.1298828125
2019-08-28,10573.5419921875,9370.9521484375,10285.2626953125,9861.8876953125,110958,9861.8876953125
2019-08-29,9953.7490234375,9330.376953125,9929.46875,9478.9912109375,77746,9478.9912109375
2019-08-30,9693.361328125,9334.9501953125,9478.9912109375,9617.591796875,74174,9617.591796875
2019-08-31,17129.646484375,9019.05078125,9616.8935546875,9608.0693359375,61470,9608.0693359375
2019-09-01,9835.4130859375,9374.150390625,9604.25,9795.5732421875,44728,9795.5732421875
2019-09-02,10357.37890625,9674.5029296875,9793.107421875,10249.19921875,42389,10249.19921875
2019-09-03,11828.8916015625,10168.7734375,10245.83203125,10581.5224609375,110189,10581.5224609375
2019-09-04,13212.154296875,8685.8779296875,10591.9404296875,10590.6708984375,121426,10590.6708984375
2019-09-05,10972.814453125,9778.759765625,10590.6708984375,10541.509765625,136191,10541.509765625
2019-09-06,10932.421875,10152.4765625,10541.509765625,10354.9775390625,75014,10354.9775390625
2019-09-07,24988.89453125,9937.5576171875,10355.8603515625,10549.333984375,92337,10549.333984375
2019-09-08,28522.0546875,9768.2978515625,10549.240234375,10523.2666015625,86251,10523.2666015625
2019-09-09,23715.880859375,9906.1171875,10523.2666015625,10218.6904296875,48365,10218.6904296875
2019-09-10,10592.4609375,9684.95703125,10218.5185546875,10097.7314453125,81990,10097.7314453125
2019-09-11,10353.494140625,9705.15625,10097.7314453125,10295.0078125,139518,10295.0078125
2019-09-12,10728.21875,10072.0107421875,10298.232421875,10322.748046875,68029,10322.748046875
2019-09-13,10486.2998046875,10024.8076171875,10324.1728515625,10287.69140625,42727,10287.69140625
2019-09-14,10721.2294921875,10018.0009765625,10285.517578125,10496.0146484375,54629,10496.0146484375
2019-09-15,10647.2626953125,9890.087890625,10507.6298828125,9910.72265625,68731,9910.72265625
2019-09-16,10777.294921875,9893.65625,9904.1171875,10223.873046875,80637,10223.873046875
2019-09-17,10504.220703125,9877.857421875,10232.2890625,10161.5234375,70059,10161.5234375
2019-09-18,10444.2421875,9748.61328125,10162.0703125,10173.55859375,77722,10173.55859375
2019-09-19,10326.912109375,9584.74609375,10175.111328125,10303.9130859375,43355,10303.9130859375
2019-09-20,10322.7822265625,10135.6044921875,10306.345703125,10193.314453125,19208,10193.314453125
2019-09-21,10205.744140625,9995.041015625,10192.5830078125,10020.2138671875,2463,10020.2138671875
2019-09-22,10132.2529296875,9920.2060546875,10018.513671875,10128.701171875,6743,10128.701171875
2019-09-23,10129.29296875,9740.87890625,10129.29296875,9740.87890625,2068,9740.87890625
2019-09-24,9814.8251953125,8328.578125,9743.0693359375,8585.49609375,48829,8585.49609375
2019-09-25,8755.748046875,8356.9091796875,8584.533203125,8483.083984375,3897,8483.083984375
2019-09-26,8619.6455078125,7882.47314453125,8480.3046875,8212.8037109375,5459,8212.8037109375
2019-09-27,8221.654296875,7878.1826171875,8210.5859375,8174.3828125,22101,8174.3828125
2019-09-28,8265.8017578125,8096.9716796875,8176.1904296875,8260.677734375,3075,8260.677734375
2019-09-29,8272.6953125,7967.54052734375,8256.8896484375,8090.72265625,2642,8090.72265625
2019-09-30,8283.7548828125,7787.76171875,8090.72265625,8258.8642578125,6902,8258.8642578125
2019-10-01,8467.7041015625,8211.8876953125,8259.306640625,8329.818359375,5965,8329.818359375
2019-10-02,8378.974609375,8184.60595703125,8329.818359375,8335.4287109375,5762,8335.4287109375
2019-10-03,8482.826171875,8139.08447265625,8335.4287109375,8226.517578125,3785,8226.517578125
2019-10-04,8228.1376953125,8119.14501953125,8226.9267578125,8189.69140625,3683,8189.69140625
2019-10-05,8215.7841796875,7942.93701171875,8189.69140625,8130.2412109375,5558,8130.2412109375
2019-10-06,8213.646484375,7883.64453125,8126.32421875,7913.16845703125,8623,7913.16845703125
2019-10-07,8284.296875,7850.505859375,7908.0498046875,8240.65625,2705,8240.65625
2019-10-08,8370.2548828125,7814.21484375,8237.2783203125,7890.69970703125,6646,7890.69970703125
2019-10-09,8801.177734375,7798.109375,7890.69970703125,8757.515625,7332,8757.515625
2019-10-10,8794.662109375,8471.2666015625,8756.8037109375,8607.5390625,5495,8607.5390625
2019-10-11,8650.19921875,8300.197265625,8614.0166015625,8304.580078125,2790,8304.580078125
2019-10-12,8404.2119140625,8301.9677734375,8302.98828125,8316.728515625,3557,8316.728515625
2019-10-13,8479.685546875,8279.4951171875,8314.3251953125,8347.3544921875,6122,8347.3544921875
2019-10-14,8405.685546875,8229.681640625,8347.3544921875,8373.19140625,9037,8373.19140625
2019-10-15,8414.662109375,8167.0087890625,8359.4814453125,8325.03515625,9524,8325.03515625
2019-10-16,8331.0849609375,7158.66064453125,8325.03515625,7972.93994140625,25886,7972.93994140625
2019-10-17,8118.3818359375,7921.17236328125,7969.50048828125,8101.39501953125,6045,8101.39501953125
2019-10-18,8125.94775390625,7824.150390625,8101.166015625,7959.7490234375,9104,7959.7490234375
2019-10-19,8065.48486328125,7797.15283203125,7960.3408203125,7888.76025390625,5548,7888.76025390625
2019-10-20,8127.96728515625,7831.11083984375,7892.59033203125,8127.96728515625,6120,8127.96728515625
2019-10-21,85563.984375,1602.691650390625,8127.57080078125,8100.279296875,117730,8100.279296875
2019-10-22,11910.5537109375,3896.926025390625,8175.8017578125,8003.755859375,69385,8003.755859375
2019-10-23,9492.9765625,4701.70556640625,8009.6953125,7496.0048828125,33756,7496.0048828125
2019-10-24,14037.0185546875,2774.9541015625,7489.64892578125,8268.0625,22910,8268.0625
2019-10-25,8641.0205078125,3197.56005859375,8268.0625,8641.0205078125,17494,8641.0205078125
2019-10-26,10140.6826171875,8643.2646484375,8643.2646484375,9357.37109375,92305,9357.37109375
2019-10-27,9800.3154296875,9020.3076171875,9357.37109375,9691.578125,12348,9691.578125
2019-10-28,9988.8984375,9215.1689453125,9685.6181640625,9230.5126953125,57777,9230.5126953125
2019-10-29,9493.2578125,9108.2578125,9230.5126953125,9426.34375,44502,9426.34375
2019-10-30,9430.1611328125,9033.505859375,9427.1552734375,9213.4892578125,92621,9213.4892578125
2019-10-31,9395.3662109375,8955.5556640625,9213.0458984375,9139.5068359375,66355,9139.5068359375
2019-11-01,9221.6796875,9066.7294921875,9138.8310546875,9130.4072265625,19937,9130.4072265625
2019-11-02,9380.84375,9130.0439453125,9130.4072265625,9310.76171875,17577,9310.76171875
2019-11-03,9355.185546875,9130.2548828125,9311.5576171875,9155.7783203125,9071,9155.7783203125
2019-11-04,9495.6103515625,9139.302734375,9152.4111328125,9394.6728515625,32159,9394.6728515625
2019-11-05,9441.474609375,9217.357421875,9394.6728515625,9403.3408203125,27184,9403.3408203125
2019-11-06,9453.087890625,9301.3984375,9403.3916015625,9405.3125,10168,9405.3125
2019-11-07,9436.6064453125,9215.4912109375,9403.57421875,9284.189453125,6480,9284.189453125
2019-11-08,9290.4990234375,8805.416015625,9282.4638671875,8809.6015625,6974,8809.6015625
2019-11-09,8857.0869140625,8787.669921875,8808.072265625,8808.892578125,3143,8808.892578125
2019-11-10,9108.849609375,8768.2763671875,8808.0244140625,9048.3349609375,7866,9048.3349609375
2019-11-11,9100.8359375,8717.2802734375,9048.3349609375,8742.6826171875,5642,8742.6826171875
2019-11-12,8860.4326171875,8700.333984375,8742.177734375,8811.7080078125,7516,8811.7080078125
2019-11-13,8839.5546875,8716.4521484375,8820.7373046875,8796.9521484375,8852,8796.9521484375
2019-11-14,8862.8330078125,8555.5400390625,8789.3525390625,8684.6396484375,6531,8684.6396484375
2019-11-15,8712.984375,8485.1298828125,8684.6396484375,8632.5390625,3268,8632.5390625
2019-11-16,8743.5849609375,8457.45703125,8632.765625,8505.9755859375,5828,8505.9755859375
2019-11-17,8773.44921875,8399.9736328125,8505.9755859375,8620.8896484375,1331,8620.8896484375
2019-11-18,8802.642578125,8151.52392578125,8621.98828125,8281.8466796875,4762,8281.8466796875
2019-11-19,8407.4287109375,8076.271484375,8279.8759765625,8253.01171875,579,8253.01171875
2019-11-20,8312.7275390625,7992.94970703125,8253.01171875,8109.638671875,5099,8109.638671875
2019-11-21,8151.814453125,7596.841796875,8105.36669921875,7655.6298828125,3833,7655.6298828125
2019-11-22,7741.556640625,6929.4111328125,7655.5146484375,7324.7099609375,12528,7324.7099609375
2019-11-23,7510.0263671875,7106.537109375,7325.619140625,7403.8291015625,5532,7403.8291015625
2019-11-24,7421.845703125,6974.6396484375,7408.35009765625,6974.6396484375,5860,6974.6396484375
2019-11-25,7299.35205078125,6606.2470703125,6975.7841796875,7167.20947265625,3617,7167.20947265625
2019-11-26,7317.08056640625,7024.0390625,7168.94189453125,7088.59423828125,1144,7088.59423828125
2019-11-27,7684.283203125,6963.498046875,7098.52001953125,7672.37451171875,8026,7672.37451171875
2019-11-28,7746.3818359375,7460.13623046875,7692.318359375,7476.76171875,3900,7476.76171875
2019-11-29,7861.5703125,7439.9951171875,7473.9736328125,7800.18408203125,5451,7800.18408203125
2019-11-30,7846.89111328125,7479.1787109375,7800.18408203125,7588.5185546875,3595,7588.5185546875
2019-12-01,7599.75146484375,7273.24462890625,7599.75146484375,7409.1064453125,2043,7409.1064453125
2019-12-02,7511.88232421875,7218.2109375,7413.880859375,7271.958984375,6845,7271.958984375
2019-12-03,7449.73095703125,7203.98876953125,7275.27197265625,7363.4775390625,20540,7363.4775390625
2019-12-04,20043.849609375,7102.16845703125,7362.421875,7262.1640625,2683,7262.1640625
2019-12-05,7604.91552734375,7208.52001953125,7262.1640625,7441.52880859375,7792,7441.52880859375
2019-12-06,7576.48828125,7338.81396484375,7438.78759765625,7571.701171875,4955,7571.701171875
2019-12-07,7636.02783203125,7476.01611328125,7568.37646484375,7576.47607421875,535,7576.47607421875
2019-12-08,7643.7978515625,7484.07568359375,7576.47607421875,7554.71826171875,4479,7554.71826171875
2019-12-09,7655.212890625,7402.1728515625,7550.4765625,7442.61669921875,918,7442.61669921875
2019-12-10,7621.7548828125,7119.962890625,7448.65185546875,7308.5634765625,20563,7308.5634765625
2019-12-11,7371.30859375,7158.05078125,7311.39453125,7253.39501953125,1080,7253.39501953125
2019-12-12,7404.3251953125,7162.09033203125,7250.9599609375,7263.78173828125,3974,7263.78173828125
2019-12-13,7316.1748046875,7223.04736328125,7266.1201171875,7280.24609375,1268,7280.24609375
2019-12-14,32419.181640625,7046.76708984375,7285.58740234375,7143.4150390625,934,7143.4150390625
2019-12-15,10692.84375,6571.2158203125,7143.4150390625,6805.33984375,892,6805.33984375
2019-12-16,7579.986328125,6630.08251953125,6805.33984375,6935.5908203125,6225,6935.5908203125
2019-12-17,7079.01611328125,6556.17431640625,6935.5908203125,6645.92333984375,14249,6645.92333984375
2019-12-18,7355.71533203125,6413.13720703125,6645.92333984375,7317.560546875,4217,7317.560546875
2019-12-19,7400.59228515625,7011.244140625,7317.560546875,7269.60986328125,3264,7269.60986328125
2019-12-20,7276.95751953125,7003.234375,7269.60986328125,7156.470703125,340,7156.470703125
2019-12-21,7238.9931640625,6794.55419921875,7154.93212890625,7201.00146484375,482,7201.00146484375
2019-12-22,7530.69091796875,7174.328125,7199.36669921875,7508.48388671875,116,7508.48388671875
2019-12-23,7662.9326171875,7300.19970703125,7508.18994140625,7342.3310546875,1695,7342.3310546875
2019-12-24,7544.2734375,7311.45849609375,7341.63330078125,7366.88671875,1903,7366.88671875
2019-12-25,7370.86572265625,7173.00341796875,7366.88671875,7312.6162109375,3293,7312.6162109375
2019-12-26,7445.02685546875,7183.18017578125,7313.8955078125,7238.9716796875,3825,7238.9716796875
2019-12-27,7371.279296875,7108.74365234375,7238.1162109375,7302.1982421875,4780,7302.1982421875
2019-12-28,7439.2060546875,7244.34521484375,7302.1982421875,7315.03076171875,1086,7315.03076171875
2019-12-29,7533.44189453125,7309.564453125,7321.14501953125,7442.2958984375,10405,7442.2958984375
2019-12-30,7543.1796875,7244.00732421875,7442.5947265625,7259.02880859375,806,7259.02880859375
2019-12-31,7339.83935546875,7164.2255859375,7259.94921875,7241.4462890625,449,7241.4462890625
2020-01-01,7302.12646484375,7156.84765625,7242.91259765625,7268.91748046875,6994,7268.91748046875
2020-01-02,7305.68603515625,6954.78515625,7272.24169921875,6976.63232421875,527,6976.63232421875
2020-01-03,7386.83251953125,6956.76904296875,6972.1640625,7368.44921875,448,7368.44921875
2020-01-04,7501.5966796875,7287.474609375,7374.96533203125,7436.28125,1598,7436.28125
2020-01-05,7599.3486328125,7376.0068359375,7436.5693359375,7411.9150390625,1815,7411.9150390625
2020-01-06,7797.58251953125,7412.37646484375,7412.37646484375,7720.6064453125,3800,7720.6064453125
2020-01-07,8222.6884765625,7720.6064453125,7720.6064453125,8157.19775390625,4533,8157.19775390625
2020-01-08,8520.4443359375,8150.6044921875,8157.19775390625,8224.3076171875,4413,8224.3076171875
2020-01-09,8223.1748046875,7824.81005859375,8223.1748046875,7911.71630859375,908,7911.71630859375
2020-01-10,8148.9345703125,7720.84375,7893.88330078125,8096.345703125,1920,8096.345703125
2020-01-11,8249.03515625,8039.58056640625,8096.345703125,8048.5771484375,592,8048.5771484375
2020-01-12,8378.765625,8015.30029296875,8051.1787109375,8358.3359375,2199,8358.3359375
2020-01-13,8383.4912109375,8053.5380859375,8365.541015625,8258.583984375,1286,8258.583984375
2020-01-14,8955.484375,8249.158203125,8266.4482421875,8800.056640625,13143,8800.056640625
2020-01-15,8969.521484375,8497.2353515625,8795.5595703125,8851.6865234375,16419,8851.6865234375
2020-01-16,8962.18359375,8535.0537109375,8846.671875,8845.708984375,3096,8845.708984375
2020-01-17,9125.529296875,8659.3203125,8841.9619140625,8889.2548828125,12581,8889.2548828125
2020-01-18,9002.6181640625,8791.658203125,8891.7958984375,8850.40625,1269,8850.40625
2020-01-19,9279.0283203125,8591.41015625,8850.40625,8645.39453125,8139,8645.39453125
2020-01-20,8748.685546875,8527.953125,8645.39453125,8620.4482421875,3578,8620.4482421875
2020-01-21,8806.40625,8508.6748046875,8610.09765625,8755.703125,3002,8755.703125
2020-01-22,8823.3662109375,8442.41796875,8754.0712890625,8656.4267578125,2461,8656.4267578125
2020-01-23,8711.6015625,8148.90185546875,8655.91015625,8385.0341796875,1183,8385.0341796875
2020-01-24,8568.0859375,8176.77880859375,8385.0341796875,8442.6650390625,3279,8442.6650390625
2020-01-25,8477.6708984375,8241.8837890625,8440.7939453125,8373.8857421875,70,8373.8857421875
2020-01-26,8626.9306640625,8319.52734375,8374.6572265625,8617.1728515625,136,8617.1728515625
2020-01-27,8896.361328125,8549.607421875,8616.6064453125,8800.248046875,2804,8800.248046875
2020-01-28,9397.384765625,8796.927734375,8800.0625,9397.384765625,3206,9397.384765625
2020-01-29,9445.4765625,9145.7607421875,9410.435546875,9307.19921875,4417,9307.19921875
2020-01-30,9634.7109375,9265.87109375,9322.150390625,9485.2978515625,8845,9485.2978515625
2020-01-31,9535.1640625,9190.9208984375,9494.6162109375,9388.1259765625,3966,9388.1259765625
2020-02-01,9512.10546875,9236.068359375,9399.0205078125,9339.939453125,6327,9339.939453125
2020-02-02,9544.0595703125,9069.89453125,9348.1513671875,9132.857421875,3049,9132.857421875
2020-02-03,11318.7978515625,9005.8291015625,9132.857421875,10266.818359375,4845,10266.818359375
2020-02-04,10335.1337890625,9181.4658203125,10277.4580078125,9199.2392578125,2111,9199.2392578125
2020-02-05,9709.7744140625,9101.6533203125,9205.724609375,9619.0009765625,22726,9619.0009765625
2020-02-06,9907.458984375,9555.6708984375,9619.0009765625,9720.7314453125,14263,9720.7314453125
2020-02-07,9950.9248046875,9637.140625,9709.0498046875,9811.2939453125,14814,9811.2939453125
2020-02-08,9982.609375,9620.80859375,9813.6728515625,9855.302734375,10076,9855.302734375
2020-02-09,10237.9658203125,9839.109375,9853.6591796875,10190.47265625,12836,10190.47265625
2020-02-10,10229.5732421875,9649.6142578125,10192.8623046875,9907.0400390625,21816,9907.0400390625
2020-02-11,10444.58984375,9596.1787109375,9921.703125,10397.0263671875,10006,10397.0263671875
2020-02-12,10519.134765625,10154.5634765625,10385.2158203125,10487.65625,6474,10487.65625
2020-02-13,10559.3271484375,10068.8759765625,10487.65625,10206.224609375,34748,10206.224609375
2020-02-14,10402.70703125,10086.4697265625,10203.4912109375,10383.5576171875,5858,10383.5576171875
2020-02-15,10526.4599609375,9805.7197265625,10383.5576171875,9855.5126953125,12095,9855.5126953125
2020-02-16,10281.693359375,9678.703125,9897.3876953125,10218.80078125,11414,10218.80078125
2020-02-17,10224.6357421875,9494.197265625,10207.4921875,9791.6962890625,14818,9791.6962890625
2020-02-18,10125.6015625,9521.572265625,9779.5556640625,10035.744140625,12148,10035.744140625
2020-02-19,10333.3935546875,9428.103515625,10037.14453125,9653.2919921875,20168,9653.2919921875
2020-02-20,9741.8427734375,9451.6904296875,9653.7431640625,9661.0732421875,15117,9661.0732421875
2020-02-21,9827.0302734375,9436.97265625,9694.654296875,9605.298828125,5767,9605.298828125
2020-02-22,9630.71875,9360.8720703125,9605.3896484375,9501.4814453125,4949,9501.4814453125
2020-02-23,10018.5859375,9477.88671875,9501.4814453125,9876.41796875,13708,9876.41796875
2020-02-24,10040.6943359375,9472.2822265625,9875.5732421875,9628.767578125,2056,9628.767578125
2020-02-25,9776.4736328125,9244.5751953125,9669.25,9289.2587890625,9311,9289.2587890625
2020-02-26,9347.171875,8477.099609375,9268.765625,8885.8388671875,8945,8885.8388671875
2020-02-27,8932.943359375,8473.9736328125,8932.943359375,8645.767578125,8147,8645.767578125
2020-02-28,9111.15234375,8325.3525390625,8632.986328125,8549.302734375,12761,8549.302734375
2020-02-29,8835.1435546875,8459.90234375,8538.3603515625,8563.0537109375,11657,8563.0537109375
2020-03-01,8780.615234375,7805.25439453125,8612.30859375,8519.29296875,3412,8519.29296875
2020-03-02,8924.015625,8403.3623046875,8473.39453125,8794.2861328125,7127,8794.2861328125
2020-03-03,8878.7431640625,8565.37890625,8773.1103515625,8702.0205078125,6129,8702.0205078125
2020-03-04,8864.728515625,8592.6591796875,8712.8125,8802.2197265625,5047,8802.2197265625
2020-03-05,9162.8349609375,8791.10546875,8792.591796875,9029.89453125,9746,9029.89453125
2020-03-06,9225.740234375,8835.1123046875,9029.89453125,9083.859375,11281,9083.859375
2020-03-07,9193.6220703125,8726.2080078125,9079.3779296875,8867.1591796875,14664,8867.1591796875
2020-03-08,8881.6962890625,7960.75,8867.1591796875,7963.42822265625,14872,7963.42822265625
2020-03-09,8192.16015625,7555.5283203125,7970.8115234375,7903.384765625,4753,7903.384765625
2020-03-10,8223.6728515625,7711.0107421875,7911.83251953125,7857.267578125,10965,7857.267578125
2020-03-11,8016.81494140625,7570.3671875,7861.205078125,8011.72216796875,1063,8011.72216796875
2020-03-12,8023.7646484375,4805.97900390625,8008.2177734375,4936.75537109375,26160,4936.75537109375
2020-03-13,5883.8740234375,4275.28662109375,4943.83251953125,5597.60986328125,11251,5597.60986328125
2020-03-14,5665.83544921875,5061.30029296875,5606.1259765625,5149.48095703125,5865,5149.48095703125
2020-03-15,5884.19677734375,5108.296875,5149.48095703125,5340.51123046875,10103,5340.51123046875
2020-03-16,5338.5126953125,4603.93310546875,5338.5126953125,5016.71728515625,11853,5016.71728515625
2020-03-17,5381.82568359375,4982.2919921875,5019.916015625,5304.6181640625,4920,5304.6181640625
2020-03-18,5391.3115234375,5016.005859375,5317.099609375,5248.2119140625,360,5248.2119140625
2020-03-19,6440.455078125,5248.2119140625,5248.2119140625,6273.751953125,4017,6273.751953125
2020-03-20,6859.982421875,5811.87744140625,6278.76953125,6223.26123046875,6730,6223.26123046875
2020-03-21,6332.82763671875,5900.59521484375,6223.26123046875,6205.5302734375,1998,6205.5302734375
2020-03-22,6344.29541015625,5828.24609375,6201.7587890625,5887.10205078125,1445,5887.10205078125
2020-03-23,6479.14404296875,5764.439453125,5887.10205078125,6458.55029296875,4078,6458.55029296875
2020-03-24,6850.9033203125,6416.58203125,6466.67724609375,6771.7939453125,3364,6771.7939453125
2020-03-25,6846.03955078125,6549.14697265625,6774.31689453125,6652.43505859375,4489,6652.43505859375
2020-03-26,6805.2607421875,6584.9169921875,6652.43505859375,6781.79345703125,1316,6781.79345703125
2020-03-27,6790.3701171875,6429.53564453125,6735.70166015625,6437.4462890625,2498,6437.4462890625
2020-03-28,6454.04736328125,6049.2041015625,6448.65869140625,6194.3271484375,610,6194.3271484375
2020-03-29,6257.86669921875,5895.619140625,6193.12060546875,5926.505859375,258,5926.505859375
2020-03-30,6478.5947265625,5018.2861328125,5937.515625,6406.2421875,877,6406.2421875
2020-03-31,6648.2138671875,6334.65771484375,6413.583984375,6440.1982421875,1985,6440.1982421875
2020-04-01,6663.98046875,6174.31005859375,6440.1982421875,6619.716796875,4279,6619.716796875
2020-04-02,7146.42626953125,6592.13037109375,6631.81201171875,6849.14892578125,2217,6849.14892578125
2020-04-03,7020.779296875,6675.29541015625,6847.3154296875,6675.29541015625,1139,6675.29541015625
2020-04-04,6994.43115234375,4837.8935546875,6664.59423828125,6747.7177734375,11759,6747.7177734375
2020-04-05,6893.49072265625,5911.05419921875,6750.958984375,6802.33447265625,2299,6802.33447265625
